"the_geom","OBJECTID","NYSStreetID","LeftFromAddress","LeftToAddress","RightFromAddress","RightToAddress","CompleteStreetName","HighwayNumber","Jurisdiction","FCC","ACC","SPEED","LeftPostal","RightPostal","Shape.STLength(m)"
"MULTILINESTRING ((-78.893088141498 42.907792498067, -78.894557107818 42.909364475053))","8,809","477,787,350","612","678","613","679","West Avenue",,"12","A40","5","25","14213","14213","212.04293928389"
"MULTILINESTRING ((-78.865866109706 42.956955525506, -78.865858167489 42.956670467432))","3,627","477,774,098","1","77","2","78","Delsan Court",,"12","A41","5","25","14216","14216","31.70035015527"
"MULTILINESTRING ((-78.88342319934 42.957275465485, -78.883415194369 42.957541525782))","3,609","477,773,934","338","350","339","351","Grove Street",,"12","A41","5","25","14216","14216","29.58903175213"
"MULTILINESTRING ((-78.870554914892 42.859265639635, -78.870456687412 42.85914962035))","9,731","800,002,465",,,,,"Fuhrmann Boulevard",,"12","A45","4","25","14203","14203","15.19685868763"
"MULTILINESTRING ((-78.877090116759 42.896855506508, -78.87712209925 42.896992448867, -78.877123163163 42.897249469144, -78.877079197271 42.899351439227, -78.877121129712 42.899463463908))","7,862","477,790,265","2","88","1","93","Elmwood Avenue",,"12","A31","4","35","14201","14201","290.67485369392"
"MULTILINESTRING ((-78.804936139349 42.922750493799, -78.804582195685 42.92275444135))","1,574","477,783,258","1402","1410",,,"East Delavan Avenue",,"12","A31","4","35","14215","14215","28.92308766367"
"MULTILINESTRING ((-78.821639182522 42.949216470812, -78.821559140734 42.949299460161, -78.821222168185 42.949607488698, -78.821058089317 42.949758474067))","2,176","477,775,927",,,,,"Winridge Road",,"12","A41","5","25","14214","14215","76.72216503331"
"MULTILINESTRING ((-78.817286116468 42.932282479527, -78.81638519169 42.932269524586, -78.815178182623 42.932272451353))","1,930","506,022,023","30","86","19","199","Burlington Avenue",,"12","A41","4","25","14215","14215","172.2227190316"
"MULTILINESTRING ((-78.851976139582 42.912346499956, -78.851005127728 42.91233644916))","5,390","477,786,265","360","382","359","381","Glenwood Avenue",,"12","A40","5","25","14208","14208","79.36227630301"
"MULTILINESTRING ((-78.880081192862 42.885647469964, -78.879906119209 42.886170496616))","7,682","477,793,286","18","36","21","45","South Elmwood Avenue",,"12","A20","3","35","14202","14202","59.88760556302"
"MULTILINESTRING ((-78.877951181765 42.879240478081, -78.877936150802 42.879260436055))","9,961","477,795,132",,,,,"Pearl Street",,"12","A31","5","35","14202","14202","2.53663162492"
"MULTILINESTRING ((-78.845519109729 42.93832248314, -78.844431147316 42.938308479782, -78.8440741878 42.938318504315))","4,480","477,778,432","136","198","137","199","Russell Street",,"12","A41","5","25","14214","14214","118.06867157418"
"MULTILINESTRING ((-78.852887189808 42.88047450227, -78.852888153009 42.881682504038))","10,796","477,794,771","2","40","1","39","Madison Street",,"12","A40","5","25","14210","14210","134.30723658828"
"MULTILINESTRING ((-78.821020136735 42.901215517631, -78.821012092701 42.901588452339, -78.821019171804 42.903352503287, -78.821035183835 42.903403469601))","1,094","477,789,157","162","264","163","263","Koons Avenue",,"12","A41","5","25","14211","14211","243.41041512618"
"MULTILINESTRING ((-78.815057143375 42.839571468523, -78.815051122829 42.839928490956, -78.815046090785 42.840172482408, -78.815044123766 42.840297431074))","266","477,801,850","282","300","277","301","Mckinley Parkway",,"12","A31","4","35","14220","14220","80.71820291665"
"MULTILINESTRING ((-78.878851098957 42.882473441462, -78.879087094524 42.882878434977, -78.879151167755 42.883023471823, -78.879160176833 42.883149488524, -78.87902010991 42.883588491649, -78.878998162002 42.883689447979))","7,515","477,794,206",,,,,"State Route 5","5","01","A15","2","65","14202","14202","141.47683964671"
"MULTILINESTRING ((-78.878285785777 42.869837186442, -78.877832154632 42.869988486662))","9,818","513,531,198","22","40","23","39","South Michigan Avenue",,"12","A41","5","25","14203","14203","40.73414514869"
"MULTILINESTRING ((-78.851907115289 42.87160442858, -78.851671146074 42.872324486998))","10,741","477,797,159","60","106","63","105","Van Rensselaer Street",,"12","A41","5","25","14210","14210","82.34969155968"
"MULTILINESTRING ((-78.873578204423 42.877897448971, -78.873922186646 42.87809044786))","10,037","477,795,473",,,,,"Interstate 190 Northbound","190","06","A15","1","65","14204","14204","35.37802990585"
"MULTILINESTRING ((-78.870709194653 42.876297511741, -78.870538172082 42.876829481365))","10,165","477,795,972","174","198","173","199","Michigan Avenue",,"12","A31","4","35","14204","14204","60.77655551228"
"MULTILINESTRING ((-78.86807918459 42.884760466346, -78.867108171715 42.884790437105, -78.866786192481 42.884810512514, -78.866540137147 42.884844495886))","7,287","477,793,585",,,"71","99","William Street",,"12","A40","5","25","14204","14204","126.34971867187"
"MULTILINESTRING ((-78.889414169182 42.937442481768, -78.889479166712 42.937540480956))","3,047","477,778,595","912","916",,,"Grant Street",,"12","A35","4","35","14207","14207","12.12092818215"
"MULTILINESTRING ((-78.828229091863 42.855757436225, -78.827610152442 42.854915505542))","11,298","477,799,948","1554","1590","1553","1591","South Park Avenue","62","01","A21","3","35","14220","14220","106.41944606099"
"MULTILINESTRING ((-78.821215176278 42.930098437944, -78.821331104519 42.93030849132))","1,979","477,780,966","394","412",,,"William L Gaiter Parkway",,"12","A41","5","25","14215","14215","25.20114283187"
"MULTILINESTRING ((-78.87073118717 42.896812507878, -78.870157214348 42.898607477468))","8,075","477,790,291","832","904","835","899","Main Street","5","01","A21","3","35","14202","14203","205.01083507878"
"MULTILINESTRING ((-78.872995720046 42.890102639281, -78.874099215297 42.890299461082))","7,817","477,792,364","2","30","1","29","West Chippewa Street",,"12","A41","5","25","14202","14202","92.83116240254"
"MULTILINESTRING ((-78.839010110334 42.944982450326, -78.838984105136 42.946242492972))","3,969","477,776,840","194","252","195","251","Parker Avenue",,"12","A41","5","25","14214","14214","140.1092891278"
"MULTILINESTRING ((-78.801303741714 42.86128253267, -78.801264179893 42.863760455288))","554","477,799,202","2","84","1","85","Polish Place",,"12","A41","5","25","14210","14210","275.50804722359"
"MULTILINESTRING ((-78.877692920294 42.930144216386, -78.877443068677 42.930148028422))","4,935","600,057,688",,,,,"Unnamed Street",,"14","A41","6","15","14222","14222","20.41757196641"
"MULTILINESTRING ((-78.89156318708 42.902406456058, -78.891788169853 42.902651440504, -78.892097213247 42.902988461416, -78.892513221346 42.903419439252))","9,058","477,788,759","552","610","553","611","Prospect Avenue",,"12","A40","4","25","14213","14213","136.81285522099"
"MULTILINESTRING ((-78.82479017699 42.86124348257, -78.824795150423 42.861763465542, -78.824845127282 42.861924492151))","11,150","514,584,752","230","298","231","299","Bailey Avenue","62","01","A21","3","35","14210","14210","76.17613057482"
"MULTILINESTRING ((-78.845915163743 42.902873450879, -78.845624124927 42.903378448157, -78.845455124405 42.903693502109))","6,230","477,788,603",,,,,"Ramp",,"12","A60","4","25","14211","14211","98.6308912222"
"MULTILINESTRING ((-78.861135174254 42.89671746232, -78.8601041058 42.896710506696))","7,011","477,790,343","812","838","803","835","Virginia Street",,"12","A40","5","25","14204","14204","84.28781169293"
"MULTILINESTRING ((-78.890792120103 42.893779504614, -78.891025186174 42.894048435819, -78.891101162359 42.894113467553))","9,155","506,020,373","272","298","273","299","Efner Street",,"12","A40","5","25","14201","14201","44.98728834252"
"MULTILINESTRING ((-78.809687082874 42.868754430132, -78.808750120563 42.868739459429))","678","477,797,833","48","64","47","49","Casimir Street",,"12","A41","5","25","14206","14206","76.64188019622"
"MULTILINESTRING ((-78.834525190945 42.897264446321, -78.834522085558 42.899144445006))","6,329","477,790,172","116","184","117","185","Loepere Street",,"12","A40","5","25","14212","14212","209.01892856779"
"MULTILINESTRING ((-78.871693202563 42.958028523231, -78.871702218453 42.958689447861))","3,530","477,773,765","2","98","1","99","Darien Place",,"12","A41","5","25","14216","14216","73.48779558487"
"MULTILINESTRING ((-78.833502132725 42.855973492775, -78.832835086837 42.85596443439, -78.832209177714 42.85596947974))","11,273","477,799,813","34","60","33","61","Pembina Street",,"12","A41","5","25","14220","14220","105.77231504836"
"MULTILINESTRING ((-78.900534123188 42.953194512855, -78.899959119177 42.953816479619))","2,688","477,774,887","332","356","329","351","Ontario Street",,"12","A31","4","35","14207","14207","83.59201158035"
"MULTILINESTRING ((-78.843625184651 42.907344479164, -78.843156130254 42.907337470319))","6,153","477,787,444","636","636","637","637","Northampton Street",,"12","A31","4","35","14208","14211","38.34355878113"
"MULTILINESTRING ((-78.889267176577 42.886260439128, -78.88957915855 42.886083435307, -78.889588131379 42.886031448618, -78.889583211935 42.886017480157))","9,240","477,793,188",,,"23","35","Harbour Pointe Common",,"12","A40","5","25","14202","14202","39.64787862005"
"MULTILINESTRING ((-78.856177145449 42.839611051526, -78.856253661794 42.83957922639, -78.856315903239 42.839539004955, -78.856430989657 42.839461706128, -78.856514357627 42.839386476526))","11,654","800,002,599",,,,,"Tifft Street",,"12","A45","4","25","14218","14218","37.51013453829"
"MULTILINESTRING ((-78.888363195019 42.935444488046, -78.88835513647 42.935532458073))","3,079","477,779,108",,,,,"Grant Street",,"12","A35","4","35","14213","14213","9.8030454454"
"MULTILINESTRING ((-78.865009100359 42.870308482059, -78.864961115022 42.870451463375))","10,474","477,797,437","318","322","309","309","Louisiana Street",,"12","A31","4","35","14204","14204","16.37414119815"
"MULTILINESTRING ((-78.878346168572 42.956738457963, -78.878407213678 42.956738457352))","3,548","477,774,070",,,,,"Hinman Avenue",,"12","A41","5","25","14216","14216","4.98530841574"
"MULTILINESTRING ((-78.887745214766 42.934866494365, -78.887463192315 42.934865462277))","3,168","511,383,807",,,,,"Iroquois",,"12","A40","5","25","14213","14213","23.04023654392"
"MULTILINESTRING ((-78.854398093153 42.951461443478, -78.854352100982 42.954571520024))","3,878","477,775,320","250","398","249","399","Norwalk Avenue",,"12","A41","5","25","14216","14216","345.80646986429"
"MULTILINESTRING ((-78.828261109326 42.932049505463, -78.8273621174 42.932413468856))","4,185","477,780,275","636","690","669","693","Kensington Avenue",,"12","A31","4","35","14215","14215","83.8538639539"
"MULTILINESTRING ((-78.890091195122 42.911646463297, -78.888973114854 42.912222479965))","8,749","477,786,413","320","346","295","349","Massachusetts Avenue",,"12","A31","4","35","14213","14213","111.5851249047"
"MULTILINESTRING ((-78.801529174802 42.845447505677, -78.801433192271 42.84549049396, -78.80117718331 42.845643427125, -78.800399077793 42.84613749307))","142","477,801,055","2","56","1","55","Willink Avenue",,"12","A41","5","25","14210","14210","120.24780382943"
"MULTILINESTRING ((-78.862005148571 42.900293439897, -78.860992147271 42.900286512493))","8,189","477,789,389","190","218","193","211","High Street",,"12","A31","4","35","14204","14204","82.80620327011"
"MULTILINESTRING ((-78.847783799423 42.838209525636, -78.847860695216 42.838359579095, -78.848055959511 42.838699392331, -78.848493167925 42.83949058816, -78.84888977023 42.840191670621, -78.849003256188 42.840361047112, -78.849227703771 42.84101380207, -78.849301320288 42.841217456434, -78.849398188865 42.84131885509))","11,557","600,000,804",,,,,"Ship Canal Parkway",,"12","A41","5","25","14218","14218","371.30961363008"
"MULTILINESTRING ((-78.803347148327 42.942159457693, -78.803367117592 42.942304473793, -78.803369091403 42.942676442741))","1,676","477,777,537","524","534",,,"Eggert Road",,"12","A31","4","35","14215","14215","57.56038002491"
"MULTILINESTRING ((-78.800983181889 42.854165425299, -78.800187154024 42.853476443254))","533","477,800,192","2","48","1","49","Oschawa Avenue",,"12","A41","5","25","14210","14210","100.53466914522"
"MULTILINESTRING ((-78.871042186065 42.876831503371, -78.870593154688 42.876839504706))","10,150","477,795,829",,,,,"Ramp",,"06","A63","2","45","14204","14204","36.72871356318"
"MULTILINESTRING ((-78.873537118434 42.956760454041, -78.874859139687 42.956752467152, -78.877068148294 42.956740490901, -78.878288132594 42.956739526911))","3,524","477,774,069","104","228","109","247","Hinman Avenue",,"12","A41","5","25","14216","14216","388.0041893804"
"MULTILINESTRING ((-78.829179130247 42.931674453231, -78.828261109326 42.932049505463))","4,184","477,780,407",,,"667","667","Kensington Avenue",,"12","A31","4","35","14215","14215","85.81147941871"
"MULTILINESTRING ((-78.882113202384 42.899404511662, -78.882788151533 42.900112509412))","7,930","477,789,647","2","28","1","29","Orton Place",,"12","A40","5","25","14201","14201","96.12690986373"
"MULTILINESTRING ((-78.816029085904 42.9045704702, -78.814944132381 42.904712477066))","1,117","477,788,043","538","568","541","571","Walden Avenue",,"12","A31","4","35","14211","14211","90.06970911459"
"MULTILINESTRING ((-78.849014148316 42.872955462032, -78.848966130321 42.87310050875, -78.848879171398 42.873298458089))","10,754","477,796,765","2","60","1","59","Hydraulic Street",,"12","A41","5","25","14210","14210","39.72610930765"
"MULTILINESTRING ((-78.889250134018 42.958589497106, -78.889302116447 42.958593490541))","3,602","477,773,541",,,,,"Kenmore Avenue",,"13","A31","4","35","14216","14217","4.26825491279"
"MULTILINESTRING ((-78.864055207008 42.920644516674, -78.863778106271 42.922273471833))","5,269","477,783,889","200","298","201","299","Oxford Avenue",,"12","A40","5","25","14209","14209","182.52150010329"
"MULTILINESTRING ((-78.858959090697 42.89515343281, -78.857482158204 42.895744496122, -78.857428179233 42.895766486004))","7,003","477,790,849","202","298","203","253","Cherry Street",,"12","A40","4","25","14204","14204","142.50410965811"
"MULTILINESTRING ((-78.862362196628 42.880413447604, -78.860472114282 42.880089499378, -78.859946103843 42.879992463569))","10,313","477,794,924","342","408","337","399","South Division Street",,"12","A40","4","25","14204","14204","203.02929720562"
"MULTILINESTRING ((-78.848090136985 42.914720484044, -78.848069130101 42.915470481824))","5,431","477,785,543","398","424","395","423","Wohlers Avenue",,"12","A40","5","25","14208","14208","83.40353289853"
"MULTILINESTRING ((-78.889763115407 42.955664486466, -78.889713162871 42.955663485392))","2,614","477,774,419",,,,,"Ruhl Avenue",,"12","A41","5","25","14207","14207","4.08104153378"
"MULTILINESTRING ((-78.879732099288 42.886706452599, -78.879559118037 42.887239491862))","7,708","477,793,073","60","66","75","81","South Elmwood Avenue",,"12","A20","3","35","14202","14202","60.92915640387"
"MULTILINESTRING ((-78.902192139065 42.9514234403, -78.90160022318 42.952058507768))","2,678","477,775,337","242","276","251","275","Ontario Street",,"12","A31","4","35","14207","14207","85.57446464922"
"MULTILINESTRING ((-78.827263148314 42.836482459548, -78.823975111565 42.836425457567, -78.823827189051 42.836403483455))","11,511","477,802,330","2","98","1","99","Ashton Place",,"12","A41","5","25","14220","14220","281.45758493756"
"MULTILINESTRING ((-78.849491167412 42.878986509245, -78.848956132705 42.878899450485))","10,807","477,795,217","700","710","701","711","North Division Street",,"12","A41","5","25","14210","14210","44.80643368969"
"MULTILINESTRING ((-78.846619127946 42.921061441688, -78.846606110832 42.921031447132, -78.84647816009 42.920983441132, -78.846299203418 42.920952457626, -78.846093142262 42.920952458278, -78.845900105176 42.920986504642, -78.845823137732 42.921019436775, -78.845812200465 42.921042494152))","5,508","477,783,828",,,"3","29","Viola Park",,"12","A41","5","25","14208","14208","73.31319009503"
"MULTILINESTRING ((-78.880416192231 42.880915440681, -78.880458158262 42.880897449267, -78.880519154444 42.88087250923))","7,576","477,794,649",,,,,"Erie Street",,"12","A35","5","35","14202","14202","9.67836255809"
"MULTILINESTRING ((-78.878998162002 42.883689447979, -78.879727218934 42.883817500197))","7,503","477,793,938",,,,,"Church Street","5","01","A25","2","35","14202","14202","61.28631984403"
"MULTILINESTRING ((-78.821871110183 42.952237477867, -78.82220511252 42.95222549902, -78.822294167597 42.952238457576))","2,373","484,723,154",,,,,"Parking Lot",,"10","A75","5","15","14214","14214","34.72451947718"
"MULTILINESTRING ((-78.878677163852 42.886757467839, -78.87872118218 42.886916510845, -78.878838157836 42.887106482149, -78.87891817409 42.887226487922))","7,702","477,828,002",,,,,"Niagara Street",,"12","A35","3","35","14202","14202","56.09149175513"
"MULTILINESTRING ((-78.821531137414 42.918901443071, -78.821532158569 42.922607441489))","1,460","477,784,398","100","288","171","287","Cornwall Avenue",,"12","A41","5","25","14215","14215","412.03184549289"
